"ABC","Python"
"AS/400 Control Language","Windows PowerShell"
"Common Lisp","Dylan"
"Common Lisp","Emacs Lisp"
"Common Lisp","R"
"Common Lisp","Clojure"
"Common Lisp","EuLisp"
"Common Lisp","SubL"
"Common Lisp","Cadence SKILL"
"Common Lisp","ISLISP"
"Dylan","Python"
"Dylan","Ruby"
"Dylan","Goo"
"Eiffel","D"
"Eiffel","Scala"
"Eiffel","C#"
"Eiffel","Ruby"
"Eiffel","Java"
"Eiffel","Sather"
"Eiffel","Lisaac"
"Eiffel","Racket"
"Factor","Concatenation"
"Factor","Cat"
"Icon","Python"
"Joy","Factor"
"Joy","Cat"
"Joy","Trith"
"Joy","V"
"PostScript","Portable Document Format"
"STOS BASIC","AMOS"
"Smalltalk","Dylan"
"Smalltalk","Scala"
"Smalltalk","Falcon"
"Smalltalk","Fancy"
"Smalltalk","Objective-C"
"Smalltalk","PHP"
"Smalltalk","Python"
"Smalltalk","Ruby"
"Smalltalk","Java"
"Smalltalk","Dart"
"Smalltalk","Lisaac"
"Smalltalk","AppleScript"
"Smalltalk","Groovy"
"Smalltalk","Logtalk"
"Smalltalk","Ioke"
"Smalltalk","Common Lisp Object System"
"Smalltalk","Io"
"Smalltalk","NewtonScript"
"Smalltalk","Self"
"Smalltalk","Perl 6"
"T","EuLisp"
"Ada","Eiffel"
"Ada","C++"
"Ada","PL/SQL"
"Ada","Ruby"
"Ada","VHDL"
"Ada","Java"
"Ada","Seed7"
"D","Vala"
"D","Qore"
"D","MiniD"
"D","DScript"
"HyperTalk","ECMAScript"
"HyperTalk","LiveCode"
"JavaScript","Objective-J"
"JavaScript","CoffeeScript"
"JavaScript","ActionScript"
"JavaScript","Dart"
"JavaScript","QML"
"JavaScript","JScript .NET"
"JavaScript","TypeScript"
"Logo","Smalltalk"
"Logo","Scratch"
"Logo","NetLogo"
"Logo","Etoys"
"Logo","KTurtle"
"Logo","REBOL"
"Lua","Falcon"
"Lua","Squirrel"
"Lua","MiniD"
"Lua","GameMonkey Script"
"Lua","Io"
"Scala","Fantom"
