1.0	0.12526315789473683	0.4092857142857143	0.5	0.23076923076923078	0.375	0.055614035087719296	0.0	0.0	0.0	1.0	0.5	0.05	0.01212	1
0.0	0.1341353383458647	0.25	0.5	0.5384615384615384	0.375	0.005789473684210527	0.0	0.0	0.0	0.0	0.5	0.08	0.0	1
0.0	0.23804511278195487	0.0625	0.0	0.23076923076923078	0.375	0.043859649122807015	0.0	0.0	0.0	1.0	0.5	0.14	0.0	1
0.0	0.11909774436090229	0.4107142857142857	0.0	0.3076923076923077	0.25	0.0	1.0	1.0	0.16417910447761194	1.0	0.5	0.0	0.0	2
1.0	0.09654135338345868	0.29178571428571426	0.5	0.38461538461538464	0.375	0.0687719298245614	1.0	1.0	0.208955223880597	0.0	0.5	0.03	0.00158	2
0.0	0.03127819548872181	0.02089285714285714	0.5	0.5384615384615384	0.875	0.05263157894736842	1.0	1.0	0.029850746268656716	0.0	0.5	0.05	0.0	2
1.0	0.05518796992481206	0.23214285714285715	0.5	0.15384615384615385	0.375	0.0043859649122807015	0.0	0.0	0.0	0.0	0.5	0.03	0.0010	1
0.0	0.6754887218045112	0.15928571428571428	0.5	0.7692307692307693	0.875	0.10666666666666667	1.0	1.0	0.08955223880597014	0.0	0.5	0.0215	0.0056	2
1.0	0.21172932330827066	0.03571428571428571	0.0	0.07692307692307693	0.875	0.10526315789473684	0.0	0.0	0.0	0.0	0.5	0.088	0.00537	1
0.0	0.631578947368421	0.25285714285714284	0.5	0.23076923076923078	0.875	0.23684210526315788	1.0	1.0	0.04477611940298507	1.0	0.5	0.05	5.0E-4	1
1.0	0.29699248120300753	0.0625	0.5	1.0	0.875	0.15789473684210525	1.0	1.0	0.05970149253731343	1.0	0.5	0.1265	0.00857	2
1.0	0.4160902255639098	0.17857142857142858	0.5	0.7692307692307693	0.875	0.17543859649122806	1.0	1.0	0.08955223880597014	1.0	0.5	0.235	0.0	2
1.0	0.10406015037593988	0.044642857142857144	0.0	0.5384615384615384	0.875	0.04824561403508772	1.0	1.0	0.04477611940298507	1.0	0.5	0.07	0.0021	1
1.0	0.31834586466165415	0.17857142857142858	0.5	1.0	0.875	0.2631578947368421	1.0	1.0	0.08955223880597014	1.0	0.5	0.0	0.01	2
1.0	0.6741353383458646	0.09678571428571428	0.5	0.5384615384615384	0.375	0.08473684210526317	0.0	0.0	0.0	1.0	0.5	0.16	0.0	1
1.0	0.5162406015037594	0.21571428571428572	0.5	0.23076923076923078	0.375	0.0014035087719298247	0.0	0.0	0.0	0.0	0.5	0.0	0.0269	2
1.0	0.23804511278195487	0.16071428571428573	0.5	0.6153846153846154	0.375	0.2631578947368421	1.0	1.0	0.029850746268656716	1.0	0.5	0.165	0.0	2
0.0	0.07774436090225567	0.32142857142857145	0.5	0.38461538461538464	0.375	0.02631578947368421	1.0	1.0	0.029850746268656716	0.0	0.5	0.044	0.00591	2
1.0	0.09398496240601503	0.044642857142857144	0.0	0.23076923076923078	0.375	0.0043859649122807015	0.0	0.0	0.0	0.0	0.5	0.07	4.0E-5	1
0.0	0.1303759398496241	0.20232142857142857	0.5	0.7692307692307693	0.375	0.09070175438596491	1.0	1.0	0.1044776119402985	0.0	0.5	0.0645	0.03257	2
0.0	0.21684210526315792	0.02089285714285714	0.5	0.38461538461538464	0.375	0.0014035087719298247	0.0	0.0	0.0	0.0	0.5	0.13	0.01004	1
0.0	0.08150375939849627	0.02089285714285714	0.0	0.38461538461538464	0.375	0.020526315789473684	1.0	0.0	0.0	1.0	0.5	0.08	0.0	1
1.0	0.4123308270676692	0.047678571428571424	0.5	0.07692307692307693	0.375	0.005789473684210527	0.0	0.0	0.0	0.0	0.5	0.084	0.0	1
1.0	0.41849624060150376	0.0625	0.5	0.23076923076923078	0.375	0.007368421052631579	1.0	0.0	0.0	0.0	0.5	0.08	0.0	1
1.0	0.08646616541353383	0.3423214285714286	0.5	0.38461538461538464	0.375	0.027719298245614036	0.0	0.0	0.0	0.0	0.5	0.04	0.0035	1
1.0	0.2857142857142857	0.05357142857142857	0.5	0.9230769230769231	0.875	0.19298245614035087	1.0	1.0	0.04477611940298507	1.0	0.5	0.0	0.0	2
1.0	0.13157894736842105	0.004464285714285714	0.0	0.23076923076923078	0.375	0.0043859649122807015	0.0	0.0	0.0	0.0	0.5	0.1	7.0E-4	1
1.0	0.29203007518797	0.10857142857142857	0.0	0.5384615384615384	0.875	0.07157894736842105	1.0	1.0	0.014925373134328358	1.0	0.5	0.09	0.18027	2
0.0	0.25443609022556396	0.42857142857142855	0.5	0.5384615384615384	0.375	0.07017543859649122	1.0	1.0	0.014925373134328358	0.0	0.5	0.11	1.9E-4	2
1.0	0.14030075187969923	0.08928571428571429	0.5	0.5384615384615384	0.375	0.03807017543859649	1.0	1.0	0.16417910447761194	1.0	0.5	0.03	0.02184	2
1.0	0.19924812030075187	0.026785714285714284	0.5	0.5384615384615384	0.875	0.14912280701754385	1.0	1.0	0.04477611940298507	1.0	0.5	0.156	0.0015	2
